log_id,hardware_id,timestamp,cpu_utilization_pct,ram_utilization_pct,temperatura_celsius,estimated_power_watts,cumple_sla,hostname,cpu_cores,ram_gb,max_watts,ubicacion_rack,estado
LOG041930,HW021,2026-08-08 10:24:04.779,37.43,32.88,36.89,186.14,True,srv-green-021,16,32,450,Rack-03,activo
LOG041931,HW048,2026-08-08 10:25:04.779,25.37,26.53,31.19,189.98,True,srv-green-048,16,64,800,Rack-05,activo
LOG041932,HW006,2026-08-08 10:26:04.779,26.77,29.45,33.47,113.17,True,srv-green-006,16,128,450,Rack-01,activo
LOG041933,HW023,2026-08-08 10:27:04.779,29.57,27.27,37.71,147.15,True,srv-green-023,32,128,450,Rack-03,activo
LOG041934,HW043,2026-08-08 10:28:04.779,25.65,21.07,33.28,142.66,True,srv-green-043,16,32,600,Rack-05,activo
LOG041935,HW029,2026-08-08 10:29:04.779,30.93,24.58,35.97,159.36,True,srv-green-029,32,64,600,Rack-03,activo
LOG041936,HW043,2026-08-08 10:30:04.779,29.37,24.42,33.05,191.08,True,srv-green-043,16,32,600,Rack-05,activo
LOG041937,HW049,2026-08-08 10:31:04.779,28.24,21.93,34.12,218.98,True,srv-green-049,64,64,800,Rack-05,activo
LOG041938,HW018,2026-08-08 10:32:04.779,38.47,38.08,37.74,271.02,True,srv-green-018,64,64,800,Rack-02,activo
LOG041939,HW020,2026-08-08 10:33:04.779,11.39,11.01,26.91,84.26,True,srv-green-020,32,64,800,Rack-02,activo
LOG041940,HW022,2026-08-08 10:34:04.779,29.86,23.33,31.98,215.13,True,srv-green-022,32,32,800,Rack-03,activo
LOG041941,HW008,2026-08-08 10:35:04.779,23.76,20.96,33.1,184.4,True,srv-green-008,32,64,800,Rack-01,activo
LOG041942,HW019,2026-08-08 10:36:04.779,28.93,21.26,35.91,129.59,True,srv-green-019,16,64,450,Rack-02,activo
LOG041943,HW016,2026-08-08 10:37:04.779,17.55,18.39,30.75,155.85,True,srv-green-016,16,64,800,Rack-02,activo
LOG041944,HW020,2026-08-08 10:38:04.779,9.67,10.16,28.07,77.56,True,srv-green-020,32,64,800,Rack-02,activo
LOG041945,HW039,2026-08-08 10:39:04.779,10.25,10.92,25.93,90.3,True,srv-green-039,32,32,800,Rack-04,activo
LOG041946,HW028,2026-08-08 10:40:04.779,27.44,24.01,33.54,220.32,True,srv-green-028,64,64,800,Rack-03,activo
LOG041947,HW039,2026-08-08 10:41:04.779,28.07,21.46,34.42,235.74,True,srv-green-039,32,32,800,Rack-04,activo
LOG041948,HW018,2026-08-08 10:42:04.779,5.0,10.0,23.71,34.08,True,srv-green-018,64,64,800,Rack-02,activo
LOG041949,HW050,2026-08-08 10:43:04.779,30.67,22.18,36.7,245.4,True,srv-green-050,32,32,800,Rack-05,activo
LOG041950,HW011,2026-08-08 10:44:04.779,21.96,23.56,32.95,159.51,True,srv-green-011,64,32,800,Rack-02,activo
LOG041951,HW022,2026-08-08 10:45:04.779,5.0,10.0,23.3,36.05,True,srv-green-022,32,32,800,Rack-03,activo
LOG041952,HW019,2026-08-08 10:46:04.779,35.48,31.57,36.75,174.0,True,srv-green-019,16,64,450,Rack-02,activo
LOG041953,HW039,2026-08-08 10:47:04.779,17.47,17.75,29.77,136.86,True,srv-green-039,32,32,800,Rack-04,activo
LOG041954,HW002,2026-08-08 10:48:04.779,46.88,34.71,43.31,393.32,True,srv-green-002,64,64,800,Rack-01,activo
LOG041955,HW014,2026-08-08 10:49:04.779,21.6,17.79,31.68,119.5,True,srv-green-014,64,128,600,Rack-02,activo
LOG041956,HW038,2026-08-08 10:50:04.779,26.91,24.03,35.85,217.46,True,srv-green-038,32,32,800,Rack-04,activo
LOG041957,HW012,2026-08-08 10:51:04.779,17.02,13.0,28.54,136.38,True,srv-green-012,16,64,800,Rack-02,activo
LOG041958,HW042,2026-08-08 10:52:04.779,27.17,27.06,34.52,124.81,True,srv-green-042,16,32,450,Rack-05,activo
LOG041959,HW041,2026-08-08 10:53:04.779,27.45,23.1,35.22,105.97,True,srv-green-041,16,128,450,Rack-05,activo
LOG041960,HW009,2026-08-08 10:54:04.779,29.3,20.7,32.89,166.3,True,srv-green-009,64,32,600,Rack-01,activo
LOG041961,HW038,2026-08-08 10:55:04.779,28.31,30.52,37.14,237.81,True,srv-green-038,32,32,800,Rack-04,activo
LOG041962,HW023,2026-08-08 10:56:04.779,27.19,21.43,33.28,122.27,True,srv-green-023,32,128,450,Rack-03,activo
LOG041963,HW035,2026-08-08 10:57:04.779,20.39,21.7,33.89,133.48,True,srv-green-035,16,64,600,Rack-04,activo
LOG041964,HW037,2026-08-08 10:58:04.779,17.61,15.32,30.72,145.22,True,srv-green-037,16,32,800,Rack-04,activo
LOG041965,HW024,2026-08-08 10:59:04.779,22.27,22.74,32.72,188.61,True,srv-green-024,32,32,800,Rack-03,activo
LOG041966,HW008,2026-08-08 11:00:04.779,16.54,13.46,28.84,120.57,True,srv-green-008,32,64,800,Rack-01,activo
LOG041967,HW021,2026-08-08 11:01:04.779,11.19,10.78,26.12,55.23,True,srv-green-021,16,32,450,Rack-03,activo
LOG041968,HW011,2026-08-08 11:02:04.779,31.26,28.62,35.82,237.52,True,srv-green-011,64,32,800,Rack-02,activo
LOG041969,HW035,2026-08-08 11:03:04.779,26.64,28.13,35.0,158.53,True,srv-green-035,16,64,600,Rack-04,activo
LOG041970,HW023,2026-08-08 11:04:04.779,20.96,17.69,30.06,95.2,True,srv-green-023,32,128,450,Rack-03,activo
LOG041971,HW011,2026-08-08 11:05:04.779,30.29,21.82,35.79,214.95,True,srv-green-011,64,32,800,Rack-02,activo
LOG041972,HW006,2026-08-08 11:06:04.779,24.44,19.33,33.52,122.15,True,srv-green-006,16,128,450,Rack-01,activo
LOG041973,HW030,2026-08-08 11:07:04.779,12.84,10.0,29.81,80.14,True,srv-green-030,16,32,600,Rack-03,activo
LOG041974,HW024,2026-08-08 11:08:04.779,15.78,14.49,28.86,140.65,True,srv-green-024,32,32,800,Rack-03,activo
LOG041975,HW004,2026-08-08 11:09:04.779,8.1,10.0,23.16,31.09,True,srv-green-004,64,128,450,Rack-01,activo
LOG041976,HW014,2026-08-08 11:10:04.779,20.93,18.97,31.69,116.84,True,srv-green-014,64,128,600,Rack-02,activo
LOG041977,HW030,2026-08-08 11:11:04.779,8.84,10.0,23.6,49.21,True,srv-green-030,16,32,600,Rack-03,activo
LOG041978,HW031,2026-08-08 11:12:04.779,7.85,10.0,24.31,31.9,True,srv-green-031,64,32,450,Rack-04,activo
LOG041979,HW050,2026-08-08 11:13:04.779,18.7,15.44,29.0,165.36,True,srv-green-050,32,32,800,Rack-05,activo
LOG041980,HW027,2026-08-08 11:14:04.779,31.59,31.86,37.87,144.92,True,srv-green-027,32,32,450,Rack-03,activo
LOG041981,HW047,2026-08-08 11:15:04.779,19.8,21.71,32.01,80.76,True,srv-green-047,32,128,450,Rack-05,activo
LOG041982,HW049,2026-08-08 11:16:04.779,22.73,22.15,33.01,202.72,True,srv-green-049,64,64,800,Rack-05,activo
LOG041983,HW027,2026-08-08 11:17:04.779,20.48,21.28,32.31,86.03,True,srv-green-027,32,32,450,Rack-03,activo
LOG041984,HW013,2026-08-08 11:18:04.779,7.87,10.0,26.12,48.93,True,srv-green-013,64,64,600,Rack-02,activo
LOG041985,HW028,2026-08-08 11:19:04.779,24.76,21.6,33.0,214.15,True,srv-green-028,64,64,800,Rack-03,activo
LOG041986,HW042,2026-08-08 11:20:04.779,5.0,10.0,25.89,21.51,True,srv-green-042,16,32,450,Rack-05,activo
LOG041987,HW044,2026-08-08 11:21:04.779,24.31,19.0,32.68,139.52,True,srv-green-044,16,64,600,Rack-05,activo
LOG041988,HW031,2026-08-08 11:22:04.779,19.37,20.38,30.95,87.68,True,srv-green-031,64,32,450,Rack-04,activo
LOG041989,HW040,2026-08-08 11:23:04.779,30.54,31.2,36.41,270.59,True,srv-green-040,64,128,800,Rack-04,activo
LOG041990,HW043,2026-08-08 11:24:04.779,12.41,11.26,29.72,74.41,True,srv-green-043,16,32,600,Rack-05,activo
LOG041991,HW036,2026-08-08 11:25:04.779,19.32,20.47,30.17,152.27,True,srv-green-036,32,32,800,Rack-04,activo
LOG041992,HW016,2026-08-08 11:26:04.779,13.25,10.95,28.24,118.24,True,srv-green-016,16,64,800,Rack-02,activo
LOG041993,HW011,2026-08-08 11:27:04.779,19.6,14.49,29.73,145.08,True,srv-green-011,64,32,800,Rack-02,activo
LOG041994,HW027,2026-08-08 11:28:04.779,12.11,10.0,27.33,51.02,True,srv-green-027,32,32,450,Rack-03,activo
LOG041995,HW042,2026-08-08 11:29:04.779,30.04,25.99,36.66,130.39,True,srv-green-042,16,32,450,Rack-05,activo
LOG041996,HW046,2026-08-08 11:30:04.779,28.59,23.88,35.76,117.39,True,srv-green-046,16,64,450,Rack-05,activo
LOG041997,HW039,2026-08-08 11:31:04.779,20.71,21.77,32.3,185.48,True,srv-green-039,32,32,800,Rack-04,activo
LOG041998,HW012,2026-08-08 11:32:04.779,18.66,18.87,32.0,164.83,True,srv-green-012,16,64,800,Rack-02,activo
LOG041999,HW028,2026-08-08 11:33:04.779,5.0,10.0,26.83,36.26,True,srv-green-028,64,64,800,Rack-03,activo
LOG042000,HW049,2026-08-08 11:34:04.779,32.32,23.62,40.17,227.13,True,srv-green-049,64,64,800,Rack-05,activo
LOG042001,HW022,2026-08-08 11:35:04.779,34.14,24.47,36.3,268.86,True,srv-green-022,32,32,800,Rack-03,activo
LOG042002,HW035,2026-08-08 11:36:04.779,34.75,35.27,36.53,232.57,True,srv-green-035,16,64,600,Rack-04,activo
LOG042003,HW031,2026-08-08 11:37:04.779,24.64,17.7,33.69,109.83,True,srv-green-031,64,32,450,Rack-04,activo
LOG042004,HW038,2026-08-08 11:38:04.779,19.59,18.85,30.46,157.51,True,srv-green-038,32,32,800,Rack-04,activo
LOG042005,HW034,2026-08-08 11:39:04.779,19.14,15.74,30.59,108.75,True,srv-green-034,32,64,600,Rack-04,activo
LOG042006,HW023,2026-08-08 11:40:04.779,9.61,10.0,24.84,41.92,True,srv-green-023,32,128,450,Rack-03,activo
LOG042007,HW010,2026-08-08 11:41:04.779,34.26,24.45,38.18,255.6,True,srv-green-010,64,64,800,Rack-01,activo
LOG042008,HW005,2026-08-08 11:42:04.779,33.3,25.06,36.23,252.5,True,srv-green-005,16,128,800,Rack-01,activo
LOG042009,HW014,2026-08-08 11:43:04.779,10.99,11.53,27.53,62.19,True,srv-green-014,64,128,600,Rack-02,activo
LOG042010,HW024,2026-08-08 11:44:04.779,33.27,34.3,36.92,249.97,True,srv-green-024,32,32,800,Rack-03,activo
LOG042011,HW049,2026-08-08 11:45:04.779,18.83,17.8,29.74,165.6,True,srv-green-049,64,64,800,Rack-05,activo
LOG042012,HW025,2026-08-08 11:46:04.779,8.44,10.0,25.33,43.89,True,srv-green-025,32,64,600,Rack-03,activo
LOG042013,HW034,2026-08-08 11:47:04.779,24.48,25.16,32.13,152.43,True,srv-green-034,32,64,600,Rack-04,activo
LOG042014,HW034,2026-08-08 11:48:04.779,10.05,10.0,26.17,57.8,True,srv-green-034,32,64,600,Rack-04,activo
LOG042015,HW019,2026-08-08 11:49:04.779,25.83,25.12,31.35,107.36,True,srv-green-019,16,64,450,Rack-02,activo
LOG042016,HW017,2026-08-08 11:50:04.779,14.99,11.52,28.76,64.78,True,srv-green-017,32,32,450,Rack-02,activo
LOG042017,HW024,2026-08-08 11:51:04.779,24.02,20.25,30.41,171.4,True,srv-green-024,32,32,800,Rack-03,activo
LOG042018,HW047,2026-08-08 11:52:04.779,21.1,21.44,32.09,97.64,True,srv-green-047,32,128,450,Rack-05,activo
LOG042019,HW021,2026-08-08 11:53:04.779,31.32,32.73,37.07,133.94,True,srv-green-021,16,32,450,Rack-03,activo
LOG042020,HW007,2026-08-08 11:54:04.779,27.21,28.65,36.59,150.68,True,srv-green-007,32,128,600,Rack-01,activo
LOG042021,HW010,2026-08-08 11:55:04.779,38.06,36.37,38.52,284.33,True,srv-green-010,64,64,800,Rack-01,activo
LOG042022,HW031,2026-08-08 11:56:04.779,8.44,10.0,24.46,32.8,True,srv-green-031,64,32,450,Rack-04,activo
LOG042023,HW043,2026-08-08 11:57:04.779,21.4,15.7,30.37,130.23,True,srv-green-043,16,32,600,Rack-05,activo
LOG042024,HW003,2026-08-08 11:58:04.779,28.01,20.97,33.33,115.19,True,srv-green-003,64,64,450,Rack-01,activo
LOG042025,HW016,2026-08-08 11:59:04.779,40.96,30.35,39.25,345.04,True,srv-green-016,16,64,800,Rack-02,activo
LOG042026,HW029,2026-08-08 12:00:04.779,15.54,14.78,28.36,96.19,True,srv-green-029,32,64,600,Rack-03,activo
LOG042027,HW027,2026-08-08 12:01:04.779,26.59,28.15,34.8,131.84,True,srv-green-027,32,32,450,Rack-03,activo
LOG042028,HW031,2026-08-08 12:02:04.779,34.43,28.85,38.68,162.72,True,srv-green-031,64,32,450,Rack-04,activo
LOG042029,HW035,2026-08-08 12:03:04.779,19.68,15.76,34.74,126.47,True,srv-green-035,16,64,600,Rack-04,activo
LOG042030,HW015,2026-08-08 12:04:04.779,27.52,24.19,31.11,149.2,True,srv-green-015,64,128,600,Rack-02,activo
LOG042031,HW037,2026-08-08 12:05:04.779,16.54,16.59,29.98,145.59,True,srv-green-037,16,32,800,Rack-04,activo
LOG042032,HW008,2026-08-08 12:06:04.779,22.07,16.56,33.22,183.19,True,srv-green-008,32,64,800,Rack-01,activo
LOG042033,HW028,2026-08-08 12:07:04.779,23.58,23.86,32.39,167.56,True,srv-green-028,64,64,800,Rack-03,activo
LOG042034,HW024,2026-08-08 12:08:04.779,27.56,23.67,35.27,203.88,True,srv-green-024,32,32,800,Rack-03,activo
LOG042035,HW047,2026-08-08 12:09:04.779,19.49,20.93,32.77,78.51,True,srv-green-047,32,128,450,Rack-05,activo
LOG042036,HW018,2026-08-08 12:10:04.779,20.58,16.69,29.03,162.02,True,srv-green-018,64,64,800,Rack-02,activo
LOG042037,HW025,2026-08-08 12:11:04.779,21.33,17.14,30.95,140.31,True,srv-green-025,32,64,600,Rack-03,activo
LOG042038,HW003,2026-08-08 12:12:04.779,5.0,10.0,21.95,23.79,True,srv-green-003,64,64,450,Rack-01,activo
LOG042039,HW021,2026-08-08 12:13:04.779,31.81,32.16,36.17,151.88,True,srv-green-021,16,32,450,Rack-03,activo
LOG042040,HW038,2026-08-08 12:14:04.779,20.52,19.57,28.71,145.91,True,srv-green-038,32,32,800,Rack-04,activo
LOG042041,HW019,2026-08-08 12:15:04.779,16.56,15.51,30.13,69.58,True,srv-green-019,16,64,450,Rack-02,activo
LOG042042,HW004,2026-08-08 12:16:04.779,19.29,19.5,31.82,75.53,True,srv-green-004,64,128,450,Rack-01,activo
LOG042043,HW001,2026-08-08 12:17:04.779,28.79,23.06,36.01,182.68,True,srv-green-001,32,32,600,Rack-01,activo
LOG042044,HW022,2026-08-08 12:18:04.779,23.43,20.03,33.22,174.73,True,srv-green-022,32,32,800,Rack-03,activo
LOG042045,HW030,2026-08-08 12:19:04.779,24.55,21.39,29.99,155.85,True,srv-green-030,16,32,600,Rack-03,activo
LOG042046,HW032,2026-08-08 12:20:04.779,26.02,26.06,34.63,148.96,True,srv-green-032,16,64,600,Rack-04,activo
LOG042047,HW040,2026-08-08 12:21:04.779,23.54,22.18,32.56,207.69,True,srv-green-040,64,128,800,Rack-04,activo
LOG042048,HW006,2026-08-08 12:22:04.779,25.97,23.82,34.25,126.91,True,srv-green-006,16,128,450,Rack-01,activo
LOG042049,HW024,2026-08-08 12:23:04.779,28.74,27.01,33.76,217.36,True,srv-green-024,32,32,800,Rack-03,activo
LOG042050,HW025,2026-08-08 12:24:04.779,20.01,20.55,30.15,125.67,True,srv-green-025,32,64,600,Rack-03,activo
LOG042051,HW035,2026-08-08 12:25:04.779,28.87,25.27,35.64,193.21,True,srv-green-035,16,64,600,Rack-04,activo
LOG042052,HW047,2026-08-08 12:26:04.779,22.22,21.67,32.46,86.02,True,srv-green-047,32,128,450,Rack-05,activo
LOG042053,HW017,2026-08-08 12:27:04.779,18.41,18.0,30.2,91.78,True,srv-green-017,32,32,450,Rack-02,activo
LOG042054,HW024,2026-08-08 12:28:04.779,18.68,16.94,29.78,133.46,True,srv-green-024,32,32,800,Rack-03,activo
LOG042055,HW002,2026-08-08 12:29:04.779,12.93,10.15,28.23,97.41,True,srv-green-002,64,64,800,Rack-01,activo
LOG042056,HW026,2026-08-08 12:30:04.779,5.0,10.0,24.89,31.39,True,srv-green-026,16,64,600,Rack-03,activo
LOG042057,HW022,2026-08-08 12:31:04.779,34.95,37.21,38.5,279.01,True,srv-green-022,32,32,800,Rack-03,activo
LOG042058,HW043,2026-08-08 12:32:04.779,35.45,30.93,41.65,196.54,True,srv-green-043,16,32,600,Rack-05,activo
LOG042059,HW034,2026-08-08 12:33:04.779,42.5,43.08,40.97,273.83,True,srv-green-034,32,64,600,Rack-04,activo
LOG042060,HW049,2026-08-08 12:34:04.779,25.53,19.81,34.3,180.27,True,srv-green-049,64,64,800,Rack-05,activo
LOG042061,HW043,2026-08-08 12:35:04.779,17.1,12.96,30.88,97.79,True,srv-green-043,16,32,600,Rack-05,activo
LOG042062,HW019,2026-08-08 12:36:04.779,7.14,10.0,26.81,30.08,True,srv-green-019,16,64,450,Rack-02,activo
LOG042063,HW010,2026-08-08 12:37:04.779,26.49,27.07,31.62,230.02,True,srv-green-010,64,64,800,Rack-01,activo
LOG042064,HW016,2026-08-08 12:38:04.779,24.07,19.71,32.2,169.41,True,srv-green-016,16,64,800,Rack-02,activo
LOG042065,HW030,2026-08-08 12:39:04.779,13.33,12.46,26.67,73.3,True,srv-green-030,16,32,600,Rack-03,activo
LOG042066,HW031,2026-08-08 12:40:04.779,12.74,10.0,29.46,55.97,True,srv-green-031,64,32,450,Rack-04,activo
LOG042067,HW037,2026-08-08 12:41:04.779,23.94,19.3,30.62,202.68,True,srv-green-037,16,32,800,Rack-04,activo
LOG042068,HW019,2026-08-08 12:42:04.779,15.44,15.45,27.84,71.83,True,srv-green-019,16,64,450,Rack-02,activo
LOG042069,HW016,2026-08-08 12:43:04.779,51.71,51.9,42.15,369.37,True,srv-green-016,16,64,800,Rack-02,activo
LOG042070,HW049,2026-08-08 12:44:04.779,13.27,14.32,25.77,105.76,True,srv-green-049,64,64,800,Rack-05,activo
LOG042071,HW047,2026-08-08 12:45:04.779,5.0,10.0,25.85,23.15,True,srv-green-047,32,128,450,Rack-05,activo
LOG042072,HW038,2026-08-08 12:46:04.779,20.51,20.19,31.78,157.61,True,srv-green-038,32,32,800,Rack-04,activo
LOG042073,HW040,2026-08-08 12:47:04.779,16.96,12.92,29.28,148.95,True,srv-green-040,64,128,800,Rack-04,activo
LOG042074,HW014,2026-08-08 12:48:04.779,22.23,17.95,29.89,127.22,True,srv-green-014,64,128,600,Rack-02,activo
LOG042075,HW025,2026-08-08 12:49:04.779,19.14,18.89,28.25,109.54,True,srv-green-025,32,64,600,Rack-03,activo
LOG042076,HW027,2026-08-08 12:50:04.779,27.77,29.79,32.69,124.27,True,srv-green-027,32,32,450,Rack-03,activo
LOG042077,HW047,2026-08-08 12:51:04.779,16.76,18.18,30.0,68.11,True,srv-green-047,32,128,450,Rack-05,activo
LOG042078,HW016,2026-08-08 12:52:04.779,30.56,28.96,37.23,250.09,True,srv-green-016,16,64,800,Rack-02,activo
LOG042079,HW030,2026-08-08 12:53:04.779,32.23,33.58,35.35,176.86,True,srv-green-030,16,32,600,Rack-03,activo
LOG042080,HW016,2026-08-08 12:54:04.779,26.66,28.97,34.13,237.08,True,srv-green-016,16,64,800,Rack-02,activo
LOG042081,HW038,2026-08-08 12:55:04.779,19.4,20.7,32.17,138.23,True,srv-green-038,32,32,800,Rack-04,activo
LOG042082,HW008,2026-08-08 12:56:04.779,5.0,10.0,23.88,43.35,True,srv-green-008,32,64,800,Rack-01,activo
LOG042083,HW030,2026-08-08 12:57:04.779,34.92,29.7,40.27,186.73,True,srv-green-030,16,32,600,Rack-03,activo
LOG042084,HW008,2026-08-08 12:58:04.779,17.46,14.73,33.33,138.72,True,srv-green-008,32,64,800,Rack-01,activo
LOG042085,HW014,2026-08-08 12:59:04.779,19.54,16.12,30.81,119.78,True,srv-green-014,64,128,600,Rack-02,activo
LOG042086,HW013,2026-08-08 13:00:04.779,7.56,10.0,22.57,45.62,True,srv-green-013,64,64,600,Rack-02,activo
LOG042087,HW030,2026-08-08 13:01:04.779,38.17,34.8,37.22,216.09,True,srv-green-030,16,32,600,Rack-03,activo
LOG042088,HW040,2026-08-08 13:02:04.779,32.77,26.57,35.74,237.32,True,srv-green-040,64,128,800,Rack-04,activo
LOG042089,HW044,2026-08-08 13:03:04.779,14.56,14.7,28.19,88.24,True,srv-green-044,16,64,600,Rack-05,activo
LOG042090,HW010,2026-08-08 13:04:04.779,7.7,10.0,26.07,63.13,True,srv-green-010,64,64,800,Rack-01,activo
LOG042091,HW030,2026-08-08 13:05:04.779,26.36,18.86,34.62,137.68,True,srv-green-030,16,32,600,Rack-03,activo
LOG042092,HW015,2026-08-08 13:06:04.779,25.41,24.56,34.89,136.85,True,srv-green-015,64,128,600,Rack-02,activo
LOG042093,HW011,2026-08-08 13:07:04.779,15.88,15.45,27.0,142.08,True,srv-green-011,64,32,800,Rack-02,activo
LOG042094,HW025,2026-08-08 13:08:04.779,33.14,30.75,37.37,195.84,True,srv-green-025,32,64,600,Rack-03,activo
LOG042095,HW049,2026-08-08 13:09:04.779,24.43,19.19,33.61,217.47,True,srv-green-049,64,64,800,Rack-05,activo
LOG042096,HW033,2026-08-08 13:10:04.779,24.45,23.32,35.44,178.68,True,srv-green-033,32,64,800,Rack-04,activo
LOG042097,HW020,2026-08-08 13:11:04.779,17.09,15.44,30.44,140.84,True,srv-green-020,32,64,800,Rack-02,activo
LOG042098,HW023,2026-08-08 13:12:04.779,26.91,29.32,33.5,107.45,True,srv-green-023,32,128,450,Rack-03,activo
LOG042099,HW001,2026-08-08 13:13:04.779,35.53,25.38,40.3,213.08,True,srv-green-001,32,32,600,Rack-01,activo
LOG042100,HW023,2026-08-08 13:14:04.779,21.68,15.42,30.19,93.22,True,srv-green-023,32,128,450,Rack-03,activo
LOG042101,HW037,2026-08-08 13:15:04.779,19.93,20.53,30.92,171.15,True,srv-green-037,16,32,800,Rack-04,activo
LOG042102,HW015,2026-08-08 13:16:04.779,24.16,22.2,35.01,160.64,True,srv-green-015,64,128,600,Rack-02,activo
LOG042103,HW047,2026-08-08 13:17:04.779,16.12,16.9,30.57,79.67,True,srv-green-047,32,128,450,Rack-05,activo
LOG042104,HW029,2026-08-08 13:18:04.779,25.91,26.96,34.86,142.53,True,srv-green-029,32,64,600,Rack-03,activo
LOG042105,HW037,2026-08-08 13:19:04.779,20.24,16.41,29.11,144.58,True,srv-green-037,16,32,800,Rack-04,activo
LOG042106,HW042,2026-08-08 13:20:04.779,8.0,10.0,25.63,39.4,True,srv-green-042,16,32,450,Rack-05,activo
LOG042107,HW029,2026-08-08 13:21:04.779,33.0,29.59,37.71,187.63,True,srv-green-029,32,64,600,Rack-03,activo
LOG042108,HW031,2026-08-08 13:22:04.779,26.73,23.94,33.97,116.36,True,srv-green-031,64,32,450,Rack-04,activo
LOG042109,HW020,2026-08-08 13:23:04.779,5.0,10.0,22.85,36.48,True,srv-green-020,32,64,800,Rack-02,activo
LOG042110,HW035,2026-08-08 13:24:04.779,23.76,21.96,33.75,125.38,True,srv-green-035,16,64,600,Rack-04,activo
LOG042111,HW018,2026-08-08 13:25:04.779,11.98,11.29,26.93,82.44,True,srv-green-018,64,64,800,Rack-02,activo
LOG042112,HW004,2026-08-08 13:26:04.779,20.8,19.29,32.5,103.44,True,srv-green-004,64,128,450,Rack-01,activo
LOG042113,HW049,2026-08-08 13:27:04.779,14.06,14.14,28.09,116.71,True,srv-green-049,64,64,800,Rack-05,activo
LOG042114,HW017,2026-08-08 13:28:04.779,30.22,32.93,35.08,137.25,True,srv-green-017,32,32,450,Rack-02,activo
LOG042115,HW031,2026-08-08 13:29:04.779,24.15,17.16,30.59,117.21,True,srv-green-031,64,32,450,Rack-04,activo
LOG042116,HW044,2026-08-08 13:30:04.779,23.68,24.88,30.12,141.67,True,srv-green-044,16,64,600,Rack-05,activo
LOG042117,HW050,2026-08-08 13:31:04.779,21.3,17.13,31.25,155.51,True,srv-green-050,32,32,800,Rack-05,activo
LOG042118,HW046,2026-08-08 13:32:04.779,22.05,18.91,31.58,110.19,True,srv-green-046,16,64,450,Rack-05,activo
LOG042119,HW044,2026-08-08 13:33:04.779,7.13,10.0,22.0,40.23,True,srv-green-044,16,64,600,Rack-05,activo
LOG042120,HW018,2026-08-08 13:34:04.779,25.06,19.79,33.45,216.1,True,srv-green-018,64,64,800,Rack-02,activo
LOG042121,HW017,2026-08-08 13:35:04.779,18.63,15.94,28.32,72.39,True,srv-green-017,32,32,450,Rack-02,activo
LOG042122,HW023,2026-08-08 13:36:04.779,5.0,10.0,23.4,23.01,True,srv-green-023,32,128,450,Rack-03,activo
LOG042123,HW015,2026-08-08 13:37:04.779,7.69,10.0,25.2,41.73,True,srv-green-015,64,128,600,Rack-02,activo
LOG042124,HW025,2026-08-08 13:38:04.779,28.76,27.16,34.18,161.12,True,srv-green-025,32,64,600,Rack-03,activo
LOG042125,HW026,2026-08-08 13:39:04.779,30.65,32.58,34.99,200.47,True,srv-green-026,16,64,600,Rack-03,activo
LOG042126,HW031,2026-08-08 13:40:04.779,20.57,21.55,30.73,85.88,True,srv-green-031,64,32,450,Rack-04,activo
LOG042127,HW041,2026-08-08 13:41:04.779,25.59,24.75,32.2,98.1,True,srv-green-041,16,128,450,Rack-05,activo
LOG042128,HW032,2026-08-08 13:42:04.779,7.53,10.0,26.82,41.55,True,srv-green-032,16,64,600,Rack-04,activo
LOG042129,HW012,2026-08-08 13:43:04.779,30.91,27.52,38.46,223.13,True,srv-green-012,16,64,800,Rack-02,activo
LOG042130,HW007,2026-08-08 13:44:04.779,19.14,16.22,29.11,105.69,True,srv-green-007,32,128,600,Rack-01,activo
LOG042131,HW037,2026-08-08 13:45:04.779,18.18,15.28,29.41,126.49,True,srv-green-037,16,32,800,Rack-04,activo
LOG042132,HW039,2026-08-08 13:46:04.779,39.58,37.92,39.29,271.93,True,srv-green-039,32,32,800,Rack-04,activo
LOG042133,HW050,2026-08-08 13:47:04.779,29.4,26.27,35.81,262.22,True,srv-green-050,32,32,800,Rack-05,activo
LOG042134,HW044,2026-08-08 13:48:04.779,11.98,11.7,27.9,73.83,True,srv-green-044,16,64,600,Rack-05,activo
LOG042135,HW048,2026-08-08 13:49:04.779,5.0,10.0,24.56,34.26,True,srv-green-048,16,64,800,Rack-05,activo
LOG042136,HW009,2026-08-08 13:50:04.779,18.47,16.25,31.7,111.41,True,srv-green-009,64,32,600,Rack-01,activo
LOG042137,HW027,2026-08-08 13:51:04.779,39.8,33.54,39.76,187.06,True,srv-green-027,32,32,450,Rack-03,activo
LOG042138,HW007,2026-08-08 13:52:04.779,21.8,17.48,33.58,126.72,True,srv-green-007,32,128,600,Rack-01,activo
LOG042139,HW019,2026-08-08 13:53:04.779,11.82,13.0,26.22,59.08,True,srv-green-019,16,64,450,Rack-02,activo
LOG042140,HW035,2026-08-08 13:54:04.779,22.67,21.44,33.34,123.06,True,srv-green-035,16,64,600,Rack-04,activo
LOG042141,HW041,2026-08-08 13:55:04.779,5.0,10.0,22.09,20.95,True,srv-green-041,16,128,450,Rack-05,activo
LOG042142,HW014,2026-08-08 13:56:04.779,7.78,10.0,24.43,44.61,True,srv-green-014,64,128,600,Rack-02,activo
